(Number of Powers   32768 )
(Number of Trafos   752.000 )
(Flux    517.90893600 )
(Average Poisson level      0.00400195 )
(Renormalization const  0.20076209E-02 )
(Background rate   10.000000     )
(Count rate per PCU   220.91411     )
(Count rate * VLE rate per PCU   18698.281     )
    1552.437500 -0.69498667E-04 0.14340445E-03
    1552.500000 0.66249318E-04 0.14835468E-03
    1552.562500 -0.29025585E-04 0.14488038E-03
    1552.625000 -0.74082258E-04 0.14323732E-03
    1552.687500 -0.27875380E-04 0.14492231E-03
    1552.750000 0.90310306E-04 0.14923210E-03
    1552.812500 0.35857249E-03 0.15901461E-03
    1552.875000 -0.18316561E-03 0.13925944E-03
    1552.937500 -0.45115066E-04 0.14429363E-03
    1553.000000 0.26080929E-03 0.15544955E-03
    1553.062500 -0.56297384E-04 0.14388586E-03
    1553.125000 0.13193789E-03 0.15075010E-03
    1553.187500 0.82012833E-04 0.14892952E-03
    1553.250000 -0.15340051E-03 0.14034487E-03
    1553.312500 -0.45852671E-05 0.14577161E-03
    1553.375000 0.62794876E-04 0.14822870E-03
    1553.437500 -0.23042361E-03 0.13753613E-03
    1553.500000 -0.10681406E-03 0.14204370E-03
    1553.562500 0.38317459E-04 0.14733610E-03
    1553.625000 -0.26338061E-03 0.13633430E-03
    1553.687500 0.12757497E-03 0.15059100E-03
    1553.750000 -0.37427879E-04 0.14457396E-03
    1553.812500 0.49346607E-04 0.14773830E-03
    1553.875000 -0.19722464E-03 0.13874676E-03
    1553.937500 0.71343398E-04 0.14854044E-03
    1554.000000 -0.74574549E-04 0.14321935E-03
    1554.062500 -0.19120677E-03 0.13896621E-03
    1554.125000 -0.13016137E-03 0.14119231E-03
    1554.187500 -0.29132087E-04 0.14487647E-03
    1554.250000 -0.94928124E-04 0.14247715E-03
    1554.312500 -0.28824765E-03 0.13542750E-03
    1554.375000 0.12207260E-03 0.15039035E-03
    1554.437500 0.33480421E-04 0.14715972E-03
    1554.500000 -0.21353047E-03 0.13815216E-03
    1554.562500 -0.19273559E-03 0.13891046E-03
    1554.625000 0.38583828E-04 0.14734581E-03
    1554.687500 0.23724491E-04 0.14680396E-03
    1554.750000 -0.63144053E-05 0.14570855E-03
    1554.812500 -0.80990430E-04 0.14298540E-03
    1554.875000 0.30795121E-03 0.15716863E-03
    1554.937500 -0.42389606E-05 0.14578424E-03
    1555.000000 0.99414065E-04 0.14956406E-03
    1555.062500 0.32656179E-04 0.14712966E-03
    1555.125000 0.15433245E-04 0.14650161E-03
    1555.187500 0.57813759E-04 0.14804705E-03
    1555.250000 -0.30137498E-04 0.14483981E-03
    1555.312500 0.13237036E-03 0.15076586E-03
    1555.375000 -0.14174456E-03 0.14076992E-03
    1555.437500 -0.89991763E-05 0.14561064E-03
    1555.500000 0.25457219E-04 0.14686714E-03
    1555.562500 -0.21745018E-04 0.14514585E-03
    1555.625000 0.89735200E-04 0.14921112E-03
    1555.687500 0.10117695E-03 0.14962835E-03
    1555.750000 -0.34056480E-04 0.14469690E-03
    1555.812500 -0.49681665E-04 0.14412710E-03
    1555.875000 0.42609310E-04 0.14749260E-03
    1555.937500 0.21821841E-04 0.14673456E-03
    1556.000000 -0.16143137E-03 0.14005201E-03
    1556.062500 0.74875861E-04 0.14866925E-03
    1556.125000 -0.10918555E-03 0.14195722E-03
    1556.187500 -0.92434333E-04 0.14256807E-03
    1556.250000 0.32786131E-04 0.14713440E-03
    1556.312500 -0.38313628E-04 0.14454166E-03
    1556.375000 0.11355471E-03 0.15007971E-03
    1556.437500 0.25563457E-03 0.15526084E-03
    1556.500000 0.59278202E-04 0.14810046E-03
    1556.562500 0.15630426E-03 0.15163863E-03
    1556.625000 -0.84595173E-04 0.14285393E-03
    1556.687500 0.19475838E-03 0.15304091E-03
    1556.750000 -0.68716305E-04 0.14343298E-03
    1556.812500 0.31316184E-04 0.14708078E-03
    1556.875000 -0.13595524E-03 0.14098101E-03
    1556.937500 -0.17997705E-03 0.13937568E-03
    1557.000000 -0.30794475E-03 0.13470919E-03
    1557.062500 0.94380302E-04 0.14938049E-03
    1557.125000 0.14149136E-03 0.15109843E-03
    1557.187500 0.25954135E-03 0.15540328E-03
    1557.250000 -0.87313208E-04 0.14275480E-03
    1557.312500 0.19469902E-03 0.15303872E-03
    1557.375000 -0.11720181E-03 0.14166486E-03
    1557.437500 0.10087420E-03 0.14961729E-03
    1557.500000 0.21389927E-03 0.15373889E-03
    1557.562500 -0.10663791E-03 0.14205009E-03
    1557.625000 0.14463085E-03 0.15121294E-03
    1557.687500 0.25753745E-04 0.14687792E-03
    1557.750000 0.19818793E-03 0.15316595E-03
    1557.812500 0.88342795E-05 0.14626094E-03
    1557.875000 -0.15993700E-03 0.14010647E-03
    1557.937500 -0.77254532E-04 0.14312159E-03
    1558.000000 0.27622889E-04 0.14694610E-03
    1558.062500 0.12085083E-03 0.15034576E-03
    1558.125000 -0.37314533E-03 0.13233158E-03
    1558.187500 -0.57107267E-04 0.14385629E-03
    1558.250000 -0.14796610E-03 0.14054302E-03
    1558.312500 0.19607827E-04 0.14665381E-03
    1558.375000 0.10755358E-05 0.14597800E-03
    1558.437500 -0.10230370E-03 0.14220816E-03
    1558.500000 0.16512394E-03 0.15196022E-03
    1558.562500 -0.48450565E-04 0.14417197E-03
    1558.625000 -0.38846611E-04 0.14452217E-03
    1558.687500 -0.14079300E-03 0.14080459E-03
    1558.750000 0.64242563E-05 0.14617304E-03
    1558.812500 -0.44369321E-04 0.14432080E-03
    1558.875000 0.74025775E-04 0.14863821E-03
    1558.937500 -0.69468748E-04 0.14340550E-03
    1559.000000 -0.63991749E-04 0.14360523E-03
    1559.062500 0.23890585E-04 0.14680997E-03
    1559.125000 -0.62103696E-04 0.14367409E-03
    1559.187500 -0.12888863E-03 0.14123868E-03
    1559.250000 -0.81961138E-04 0.14294997E-03
    1559.312500 -0.20834377E-03 0.13834126E-03
    1559.375000 -0.35681271E-04 0.14463761E-03
    1559.437500 0.31117303E-03 0.15728611E-03
    1559.500000 -0.15458374E-04 0.14537506E-03
    1559.562500 -0.17500480E-03 0.13955701E-03
    1559.625000 -0.14101126E-03 0.14079662E-03
    1559.687500 -0.68095491E-04 0.14345559E-03
    1559.750000 -0.51894960E-04 0.14404635E-03
    1559.812500 -0.30561228E-03 0.13479425E-03
    1559.875000 0.17111406E-04 0.14656277E-03
    1559.937500 -0.16302265E-03 0.13999395E-03
    1560.000000 0.22415133E-03 0.15411273E-03
    1560.062500 -0.37661943E-04 0.14456538E-03
    1560.125000 0.25451093E-03 0.15521984E-03
    1560.187500 -0.28418413E-04 0.14490247E-03
    1560.250000 -0.18226430E-04 0.14527413E-03
    1560.312500 0.26239819E-04 0.14689565E-03
    1560.375000 0.13768054E-03 0.15095947E-03
    1560.437500 0.21682074E-03 0.15384539E-03
    1560.500000 -0.19364814E-03 0.13887715E-03
    1560.562500 -0.26829281E-04 0.14496040E-03
    1560.625000 -0.18767214E-03 0.13909508E-03
    1560.687500 0.22638090E-03 0.15419404E-03
    1560.750000 -0.50463066E-04 0.14409857E-03
    1560.812500 -0.34123420E-03 0.13349524E-03
    1560.875000 0.39601928E-04 0.14738292E-03
    1560.937500 0.14171513E-04 0.14645557E-03
    1561.000000 0.12896617E-03 0.15064169E-03
    1561.062500 -0.58627948E-05 0.14572497E-03
    1561.125000 0.13791940E-04 0.14644171E-03
    1561.187500 -0.22394312E-04 0.14512213E-03
    1561.250000 -0.88912158E-04 0.14269649E-03
    1561.312500 0.82833489E-04 0.14895940E-03
    1561.375000 -0.28786018E-04 0.14488905E-03
    1561.437500 0.93953102E-04 0.14936489E-03
    1561.500000 0.11795186E-03 0.15024003E-03
    1561.562500 0.11276612E-03 0.15005092E-03
    1561.625000 -0.35532408E-04 0.14464304E-03
    1561.687500 0.13548160E-03 0.15087929E-03
    1561.750000 -0.68145266E-04 0.14345377E-03
    1561.812500 -0.20013079E-03 0.13864075E-03
    1561.875000 -0.11843674E-03 0.14161982E-03
    1561.937500 -0.90763831E-04 0.14262895E-03
    1562.000000 -0.10321099E-03 0.14217505E-03
    1562.062500 -0.23006271E-04 0.14509982E-03
    1562.125000 -0.24661337E-03 0.13694572E-03
    1562.187500 0.20201215E-03 0.15330539E-03
    1562.250000 0.95240204E-04 0.14941182E-03
    1562.312500 0.16078757E-03 0.15180210E-03
    1562.375000 0.26463829E-04 0.14690381E-03
    1562.437500 -0.15389615E-03 0.14032675E-03
    1562.500000 0.31736683E-04 0.14709610E-03
    1562.562500 -0.57014886E-05 0.14573087E-03
    1562.625000 -0.81903221E-04 0.14295208E-03
    1562.687500 -0.81302271E-04 0.14297398E-03
    1562.750000 0.26644761E-04 0.14691042E-03
    1562.812500 0.33383731E-05 0.14606051E-03
    1562.875000 0.21421687E-04 0.14671995E-03
    1562.937500 -0.13667179E-03 0.14095487E-03
    1563.000000 0.48413469E-04 0.14770422E-03
    1563.062500 -0.56256697E-04 0.14388730E-03
    1563.125000 -0.17581253E-03 0.13952755E-03
    1563.187500 -0.10342112E-03 0.14216740E-03
    1563.250000 -0.63108150E-05 0.14570865E-03
    1563.312500 -0.31143581E-03 0.13458187E-03
    1563.375000 0.26382363E-03 0.15555944E-03
    1563.437500 0.10305423E-03 0.14969677E-03
    1563.500000 -0.27697082E-03 0.13583869E-03
    1563.562500 -0.26227851E-05 0.14584312E-03
    1563.625000 -0.85850683E-04 0.14280812E-03
    1563.687500 -0.31513438E-03 0.13444701E-03
    1563.750000 -0.21261194E-03 0.13818560E-03
    1563.812500 0.99654833E-04 0.14957282E-03
    1563.875000 -0.24147383E-04 0.14505821E-03
    1563.937500 -0.22210077E-03 0.13783960E-03
    1564.000000 -0.57241050E-04 0.14385140E-03
    1564.062500 -0.11179182E-03 0.14186214E-03
    1564.125000 -0.26045245E-03 0.13644106E-03
    1564.187500 -0.19631711E-03 0.13877983E-03
    1564.250000 0.54894925E-04 0.14794059E-03
    1564.312500 -0.97996053E-04 0.14236523E-03
    1564.375000 0.21747028E-03 0.15386911E-03
    1564.437500 -0.11301574E-03 0.14181751E-03
    1564.500000 -0.11802893E-03 0.14163469E-03
    1564.562500 -0.21377578E-03 0.13814316E-03
    1564.625000 0.53937139E-04 0.14790567E-03
    1564.687500 0.11256126E-03 0.15004344E-03
    1564.750000 -0.17421742E-03 0.13958573E-03
    1564.812500 -0.76440585E-04 0.14315126E-03
    1564.875000 0.24534998E-03 0.15488577E-03
    1564.937500 0.16985209E-03 0.15213263E-03
    1565.000000 0.67187000E-04 0.14838882E-03
    1565.062500 0.16106783E-03 0.15181230E-03
    1565.125000 0.87664783E-04 0.14913557E-03
    1565.187500 0.65819011E-04 0.14833894E-03
    1565.250000 0.24709801E-04 0.14683986E-03
    1565.312500 -0.30461547E-05 0.14582768E-03
    1565.375000 0.14418618E-03 0.15119670E-03
    1565.437500 0.39622484E-03 0.16038760E-03
    1565.500000 -0.38577104E-03 0.13187114E-03
    1565.562500 0.13914882E-03 0.15101300E-03
    1565.625000 -0.21700263E-03 0.13802550E-03
    1565.687500 -0.56223671E-04 0.14388849E-03
    1565.750000 0.32879947E-04 0.14713778E-03
    1565.812500 -0.43975389E-04 0.14433515E-03
    1565.875000 -0.19049356E-03 0.13899218E-03
    1565.937500 -0.17282956E-03 0.13963631E-03
    1566.000000 -0.52572974E-04 0.14402163E-03
    1566.062500 -0.15370900E-03 0.14033358E-03
    1566.125000 0.97958955E-05 0.14629598E-03
    1566.187500 -0.92274458E-04 0.14257386E-03
    1566.250000 -0.10531731E-03 0.14209824E-03
    1566.312500 -0.38553437E-04 0.14453287E-03
    1566.375000 0.19024346E-04 0.14663250E-03
    1566.437500 -0.51606334E-04 0.14405687E-03
    1566.500000 0.91554566E-05 0.14627264E-03
    1566.562500 0.26807024E-05 0.14603652E-03
    1566.625000 0.17125742E-03 0.15218389E-03
    1566.687500 -0.57009380E-04 0.14385986E-03
    1566.750000 -0.28254138E-03 0.13563555E-03
    1566.812500 -0.17595421E-03 0.13952238E-03
    1566.875000 -0.16079452E-03 0.14007519E-03
    1566.937500 -0.82855986E-04 0.14291733E-03
    1567.000000 -0.18797298E-03 0.13908409E-03
    1567.062500 -0.45607121E-04 0.14427563E-03
    1567.125000 -0.69883979E-04 0.14339035E-03
    1567.187500 -0.32113861E-04 0.14476769E-03
    1567.250000 -0.24529564E-03 0.13699375E-03
    1567.312500 0.92893599E-04 0.14932625E-03
    1567.375000 0.22489325E-04 0.14675887E-03
    1567.437500 -0.40090155E-04 0.14447684E-03
    1567.500000 -0.36291819E-03 0.13270450E-03
    1567.562500 -0.19972537E-03 0.13865554E-03
    1567.625000 -0.17906618E-03 0.13940889E-03
    1567.687500 0.27823446E-04 0.14695337E-03
    1567.750000 0.42951790E-04 0.14750505E-03
    1567.812500 -0.76349876E-04 0.14315457E-03
    1567.875000 0.25481391E-04 0.14686797E-03
    1567.937500 -0.95640360E-04 0.14245111E-03
    1568.000000 0.37166369E-03 0.15949194E-03
    1568.062500 -0.12726887E-03 0.14129776E-03
    1568.125000 0.24003522E-03 0.15469195E-03
    1568.187500 -0.70192713E-04 0.14337910E-03
    1568.250000 -0.19946211E-03 0.13866513E-03
    1568.312500 -0.10769838E-03 0.14201141E-03
    1568.375000 0.75463409E-04 0.14869064E-03
    1568.437500 -0.83586892E-04 0.14289067E-03
    1568.500000 -0.25593635E-03 0.13660573E-03
    1568.562500 0.15134444E-03 0.15145773E-03
    1568.625000 -0.53239739E-04 0.14399730E-03
    1568.687500 -0.21615613E-03 0.13805635E-03
    1568.750000 -0.21813225E-04 0.14514331E-03
    1568.812500 0.10367145E-03 0.14971926E-03
    1568.875000 -0.74782045E-04 0.14321173E-03
    1568.937500 0.62679035E-04 0.14822443E-03
    1569.000000 -0.21068464E-03 0.13825587E-03
    1569.062500 -0.17512709E-03 0.13955252E-03
    1569.125000 0.14476870E-03 0.15121792E-03
    1569.187500 0.99505014E-05 0.14630161E-03
    1569.250000 -0.70713730E-04 0.14336008E-03
    1569.312500 0.25957005E-03 0.15540430E-03
    1569.375000 -0.59787730E-04 0.14375852E-03
    1569.437500 0.15368890E-03 0.15154321E-03
    1569.500000 -0.20561737E-03 0.13844065E-03
    1569.562500 0.10336655E-03 0.14970814E-03
    1569.625000 0.87463748E-04 0.14912823E-03
    1569.687500 -0.86904205E-04 0.14276967E-03
    1569.750000 0.12244212E-04 0.14638525E-03
    1569.812500 0.20658209E-03 0.15347202E-03
    1569.875000 -0.15499035E-03 0.14028684E-03
    1569.937500 0.19691567E-03 0.15311953E-03
    1570.000000 0.10135094E-03 0.14963464E-03
    1570.062500 0.92744260E-04 0.14932078E-03
    1570.125000 0.51469679E-05 0.14612643E-03
    1570.187500 -0.16582684E-03 0.13989166E-03
    1570.250000 -0.96786971E-04 0.14240929E-03
    1570.312500 0.73523428E-04 0.14861986E-03
    1570.375000 -0.47959227E-04 0.14418985E-03
    1570.437500 -0.26173884E-03 0.13639411E-03
    1570.500000 0.41406693E-04 0.14744869E-03
    1570.562500 0.68465968E-04 0.14843544E-03
    1570.625000 -0.38962924E-04 0.14451791E-03
    1570.687500 0.12663058E-03 0.15055647E-03
    1570.750000 -0.79587975E-04 0.14303646E-03
    1570.812500 -0.19984527E-04 0.14520998E-03
    1570.875000 0.17858465E-03 0.15245107E-03
    1570.937500 -0.38884304E-03 0.13175909E-03
    1571.000000 0.16467377E-03 0.15194378E-03
    1571.062500 -0.22622917E-03 0.13768901E-03
    1571.125000 0.30220067E-03 0.15695886E-03
    1571.187500 -0.25268389E-04 0.14501730E-03
    1571.250000 -0.10667046E-03 0.14204887E-03
    1571.312500 0.65736444E-04 0.14833591E-03
    1571.375000 -0.31840071E-04 0.14477766E-03
    1571.437500 -0.94633273E-04 0.14248783E-03
    1571.500000 0.11263641E-03 0.15004618E-03
    1571.562500 0.12878189E-05 0.14598570E-03
    1571.625000 0.36886522E-04 0.14728385E-03
    1571.687500 0.18925984E-04 0.14662891E-03
    1571.750000 0.94841009E-04 0.14939722E-03
    1571.812500 -0.62969343E-05 0.14570911E-03
    1571.875000 -0.87141379E-05 0.14562097E-03
    1571.937500 0.17577615E-03 0.15234863E-03
    1572.000000 0.66514731E-04 0.14836428E-03
    1572.062500 -0.47086163E-04 0.14422169E-03
    1572.125000 0.19318768E-03 0.15298357E-03
    1572.187500 -0.15370446E-03 0.14033371E-03
    1572.250000 -0.10082706E-03 0.14226195E-03
    1572.312500 0.10327441E-03 0.14970476E-03
    1572.375000 -0.86952306E-04 0.14276791E-03
    1572.437500 0.21514497E-03 0.15378426E-03
    1572.500000 0.45123201E-04 0.14758421E-03
    1572.562500 -0.15701362E-03 0.14021304E-03
    1572.625000 0.35701854E-04 0.14724064E-03
    1572.687500 -0.29337787E-03 0.13524033E-03
    1572.750000 -0.23490214E-03 0.13737274E-03
    1572.812500 -0.11776351E-03 0.14164434E-03
    1572.875000 0.10923605E-03 0.14992217E-03
    1572.937500 0.22711803E-03 0.15422089E-03
    1573.000000 0.26205019E-03 0.15549472E-03
    1573.062500 -0.15763922E-03 0.14019023E-03
    1573.125000 -0.22234298E-03 0.13783072E-03
    1573.187500 0.27946316E-03 0.15612971E-03
    1573.250000 0.38410079E-04 0.14733941E-03
    1573.312500 0.13280593E-03 0.15078168E-03
    1573.375000 0.96108481E-04 0.14944345E-03
    1573.437500 -0.10998084E-03 0.14192816E-03
    1573.500000 0.15837325E-03 0.15171402E-03
    1573.562500 -0.16122866E-03 0.14005935E-03
    1573.625000 -0.68067246E-04 0.14345659E-03
    1573.687500 -0.15129587E-03 0.14042154E-03
    1573.750000 0.83311184E-04 0.14897679E-03
    1573.812500 0.13266952E-03 0.15077670E-03
    1573.875000 -0.27402948E-04 0.14493946E-03
    1573.937500 -0.89728501E-05 0.14561153E-03
    1574.000000 -0.14535529E-04 0.14540869E-03
    1574.062500 0.34738801E-04 0.14720553E-03
    1574.125000 0.26419698E-03 0.15557301E-03
    1574.187500 -0.16882848E-04 0.14532308E-03
    1574.250000 0.32637414E-03 0.15784039E-03
    1574.312500 -0.11661833E-03 0.14168611E-03
    1574.375000 0.44467924E-04 0.14756032E-03
    1574.437500 -0.57069930E-04 0.14385761E-03
    1574.500000 -0.11827089E-03 0.14162585E-03
    1574.562500 0.10622053E-03 0.14981220E-03
    1574.625000 -0.13366631E-03 0.14106442E-03
    1574.687500 -0.79432888E-04 0.14304211E-03
    1574.750000 -0.23516899E-03 0.13736301E-03
    1574.812500 -0.75670665E-04 0.14317931E-03
    1574.875000 0.23060215E-03 0.15434793E-03
    1574.937500 0.85020460E-04 0.14903913E-03
    1575.000000 0.29991509E-03 0.15687553E-03
    1575.062500 0.10728984E-03 0.14985120E-03
    1575.125000 -0.19806396E-03 0.13871609E-03
    1575.187500 -0.16835342E-03 0.13979952E-03
    1575.250000 0.13259485E-03 0.15077397E-03
    1575.312500 0.16705076E-03 0.15203045E-03
    1575.375000 -0.38130303E-04 0.14454826E-03
    1575.437500 -0.11343791E-03 0.14180208E-03
    1575.500000 0.18953506E-03 0.15285038E-03
    1575.562500 0.19882240E-03 0.15318904E-03
    1575.625000 0.19139225E-03 0.15291810E-03
    1575.687500 0.45800978E-04 0.14760892E-03
    1575.750000 -0.65035456E-04 0.14356714E-03
    1575.812500 -0.33331558E-04 0.14472325E-03
    1575.875000 -0.17872131E-03 0.13942145E-03
    1575.937500 0.54676661E-04 0.14793259E-03
    1576.000000 -0.15707227E-03 0.14021090E-03
    1576.062500 0.59405284E-04 0.14810503E-03
    1576.125000 0.68181886E-04 0.14842508E-03
    1576.187500 -0.24654492E-03 0.13694816E-03
    1576.250000 0.19429528E-04 0.14664725E-03
    1576.312500 -0.14500778E-03 0.14065085E-03
    1576.375000 0.16428223E-03 0.15192950E-03
    1576.437500 0.19784019E-03 0.15315323E-03
    1576.500000 0.11757564E-03 0.15022629E-03
    1576.562500 -0.29643049E-05 0.14583064E-03
    1576.625000 0.48566162E-04 0.14770977E-03
    1576.687500 -0.64676940E-04 0.14358021E-03
    1576.750000 0.23193329E-03 0.15439648E-03
    1576.812500 0.30667848E-04 0.14705709E-03
    1576.875000 0.12086208E-03 0.15034612E-03
    1576.937500 -0.10393735E-04 0.14555972E-03
    1577.000000 0.76141427E-04 0.14871533E-03
    1577.062500 -0.20729074E-04 0.14518283E-03
    1577.125000 -0.22448639E-03 0.13775258E-03
    1577.187500 -0.53307231E-04 0.14399482E-03
    1577.250000 -0.17354252E-03 0.13961030E-03
    1577.312500 -0.19116895E-03 0.13896752E-03
    1577.375000 0.13723492E-04 0.14643917E-03
    1577.437500 0.79609272E-04 0.14884179E-03
    1577.500000 0.55181641E-04 0.14795100E-03
    1577.562500 0.37132551E-04 0.14729283E-03
    1577.625000 0.23443856E-03 0.15448783E-03
    1577.687500 0.39604322E-04 0.14738296E-03
    1577.750000 -0.14879848E-03 0.14051261E-03
    1577.812500 0.18442495E-03 0.15266403E-03
    1577.875000 0.16911951E-03 0.15210590E-03
    1577.937500 0.26331241E-04 0.14689895E-03
    1578.000000 -0.12430121E-03 0.14140594E-03
    1578.062500 -0.10247410E-03 0.14220188E-03
    1578.125000 0.94848183E-04 0.14939750E-03
    1578.187500 -0.24120816E-04 0.14505914E-03
    1578.250000 0.11725350E-03 0.15021453E-03
    1578.312500 -0.12354637E-03 0.14143347E-03
    1578.375000 -0.13737374E-04 0.14543778E-03
    1578.437500 0.15571433E-03 0.15161706E-03
    1578.500000 0.95300038E-05 0.14628627E-03
    1578.562500 -0.88822650E-04 0.14269972E-03
    1578.625000 -0.35129142E-04 0.14465771E-03
    1578.687500 0.21603575E-04 0.14672654E-03
    1578.750000 0.22219125E-04 0.14674899E-03
    1578.812500 -0.45015506E-04 0.14429720E-03
    1578.875000 -0.26876188E-03 0.13613800E-03
    1578.937500 0.90415851E-04 0.14923587E-03
    1579.000000 0.98332312E-04 0.14952455E-03
    1579.062500 0.14382694E-03 0.15118356E-03
    1579.125000 0.57043603E-05 0.14614676E-03
    1579.187500 -0.21634449E-03 0.13804947E-03
    1579.250000 -0.30687760E-03 0.13474806E-03
    1579.312500 0.62965031E-04 0.14823485E-03
    1579.375000 -0.19220523E-03 0.13892972E-03
    1579.437500 -0.97090677E-04 0.14239820E-03
    1579.500000 0.32220362E-03 0.15768831E-03
    1579.562500 -0.14033205E-03 0.14082136E-03
    1579.625000 0.15348093E-03 0.15153561E-03
    1579.687500 0.13885660E-03 0.15100231E-03
    1579.750000 0.29924498E-04 0.14702998E-03
    1579.812500 0.63667700E-04 0.14826046E-03
    1579.875000 -0.29791432E-03 0.13507492E-03
    1579.937500 0.36463871E-05 0.14607172E-03
    1580.000000 0.73780226E-04 0.14862923E-03
    1580.062500 0.58861053E-04 0.14808518E-03
    1580.125000 0.74808377E-04 0.14866672E-03
    1580.187500 0.10630908E-05 0.14597751E-03
    1580.250000 -0.14439368E-03 0.14067325E-03
    1580.312500 0.24188547E-03 0.15475939E-03
    1580.375000 -0.65061540E-04 0.14356618E-03
    1580.437500 -0.28001051E-03 0.13572781E-03
    1580.500000 -0.90577392E-04 0.14263570E-03
    1580.562500 0.10260526E-03 0.14968036E-03
    1580.625000 0.10440739E-03 0.14974609E-03
    1580.687500 0.21437960E-03 0.15375635E-03
    1580.750000 0.12927012E-03 0.15065275E-03
    1580.812500 -0.33049128E-03 0.13388696E-03
    1580.875000 0.11705438E-03 0.15020728E-03
    1580.937500 -0.10307577E-03 0.14217995E-03
    1581.000000 0.51588861E-04 0.14781998E-03
    1581.062500 -0.53184696E-04 0.14399929E-03
    1581.125000 -0.90277994E-04 0.14264665E-03
    1581.187500 0.39963023E-03 0.16051177E-03
    1581.250000 -0.93032890E-04 0.14254618E-03
    1581.312500 0.10220223E-04 0.14631143E-03
    1581.375000 -0.24335732E-03 0.13706440E-03
    1581.437500 0.17308276E-03 0.15225042E-03
    1581.500000 0.97394150E-04 0.14949034E-03
    1581.562500 -0.49903520E-04 0.14411894E-03
    1581.625000 0.96585218E-05 0.14629096E-03
    1581.687500 0.67080022E-04 0.14838490E-03
    1581.750000 0.14970721E-03 0.15139800E-03
    1581.812500 0.64694890E-04 0.14829791E-03
    1581.875000 -0.18867396E-03 0.13905849E-03
    1581.937500 0.84053820E-04 0.14900386E-03
    1582.000000 0.98240649E-04 0.14952119E-03
    1582.062500 -0.17791598E-03 0.13945080E-03
    1582.125000 0.14071641E-03 0.15107014E-03
    1582.187500 0.32848835E-04 0.14713660E-03
    1582.250000 0.91718030E-04 0.14928335E-03
    1582.312500 -0.83824540E-04 0.14288197E-03
    1582.375000 -0.92403221E-04 0.14256913E-03
    1582.437500 -0.17143332E-03 0.13968720E-03
    1582.500000 0.14508174E-03 0.15122932E-03
    1582.562500 -0.12763121E-03 0.14128450E-03
    1582.625000 0.14505062E-03 0.15122817E-03
    1582.687500 0.10089239E-03 0.14961789E-03
    1582.750000 0.38847807E-04 0.14735536E-03
    1582.812500 0.11264957E-03 0.15004663E-03
    1582.875000 0.12297988E-03 0.15042334E-03
    1582.937500 0.23073067E-03 0.15435262E-03
    1583.000000 0.54233664E-04 0.14791643E-03
    1583.062500 0.18933235E-03 0.15284299E-03
    1583.125000 -0.87432396E-04 0.14275039E-03
    1583.187500 -0.58399630E-04 0.14380911E-03
    1583.250000 0.12293273E-04 0.14638701E-03
    1583.312500 -0.39403694E-03 0.13156967E-03
    1583.375000 -0.21868749E-04 0.14514125E-03
    1583.437500 0.58659061E-05 0.14615264E-03
    1583.500000 0.28871675E-03 0.15646715E-03
    1583.562500 -0.12561271E-03 0.14135810E-03
    1583.625000 0.12088577E-03 0.15034700E-03
    1583.687500 -0.74061434E-04 0.14323799E-03
    1583.750000 -0.24926415E-03 0.13684899E-03
    1583.812500 0.16300351E-03 0.15188285E-03
    1583.875000 0.95867959E-04 0.14943468E-03
    1583.937500 0.43634347E-04 0.14752992E-03
    1584.000000 -0.10446626E-03 0.14212924E-03
    1584.062500 -0.22618681E-03 0.13769054E-03
    1584.125000 -0.97680859E-04 0.14237668E-03
    1584.187500 -0.14127692E-03 0.14078690E-03
    1584.250000 -0.39649312E-05 0.14579414E-03
    1584.312500 -0.13235265E-04 0.14545608E-03
    1584.375000 0.15793432E-04 0.14651466E-03
    1584.437500 -0.16639955E-03 0.13987077E-03
    1584.500000 0.21142751E-03 0.15364871E-03
    1584.562500 -0.19272194E-03 0.13891088E-03
    1584.625000 0.52862320E-04 0.14786642E-03
    1584.687500 -0.58632257E-04 0.14380063E-03
    1584.750000 0.11779702E-03 0.15023435E-03
    1584.812500 0.18933331E-03 0.15284301E-03
    1584.875000 -0.40125574E-05 0.14579241E-03
    1584.937500 -0.54944467E-04 0.14393510E-03
    1585.000000 -0.13500320E-03 0.14101567E-03
    1585.062500 -0.10758398E-03 0.14201556E-03
    1585.125000 0.14450305E-03 0.15120821E-03
    1585.187500 0.13380082E-03 0.15081794E-03
    1585.250000 -0.15944280E-03 0.14012445E-03
    1585.312500 0.99195080E-04 0.14955600E-03
    1585.375000 -0.39307074E-05 0.14579539E-03
    1585.437500 -0.96482792E-04 0.14242037E-03
    1585.500000 0.22499831E-03 0.15414358E-03
    1585.562500 -0.63473366E-04 0.14362409E-03
    1585.625000 -0.14178573E-03 0.14076833E-03
    1585.687500 -0.21472806E-03 0.13810840E-03
    1585.750000 0.53772244E-04 0.14789958E-03
    1585.812500 0.69767426E-04 0.14848287E-03
    1585.875000 -0.72024282E-04 0.14331227E-03
    1585.937500 -0.10823279E-03 0.14199188E-03
    1586.000000 -0.13168588E-03 0.14113664E-03
    1586.062500 0.56983532E-04 0.14801670E-03
    1586.125000 0.10582636E-03 0.14979781E-03
    1586.187500 -0.33998539E-03 0.13354073E-03
    1586.250000 -0.10736666E-03 0.14202346E-03
    1586.312500 -0.21594336E-03 0.13806409E-03
